ord,request,window,request_in_window,kind,campaign_id,bid_value
926,308,363,0,win,2,10
927,309,363,1,bid,1,10
928,309,363,1,bid,2,11
929,309,363,1,win,2,10
930,310,364,0,bid,1,10
931,310,364,0,bid,2,11
932,310,364,0,win,2,10
933,311,364,1,bid,1,10
934,311,364,1,bid,2,11
935,311,364,1,win,2,10
936,312,365,0,bid,1,10
937,312,365,0,bid,2,11
938,312,365,0,win,2,10
939,313,365,1,bid,1,10
940,313,365,1,bid,2,11
941,313,365,1,win,2,10
942,314,366,0,bid,1,10
943,314,366,0,bid,2,11
944,314,366,0,win,2,10
945,315,366,1,bid,1,10
946,315,366,1,bid,2,11
947,315,366,1,win,2,10
948,316,367,0,bid,1,10
949,316,367,0,bid,2,11
950,316,367,0,win,2,10
951,317,367,1,bid,1,10
952,317,367,1,bid,2,11
953,317,367,1,win,2,10
954,318,368,0,bid,1,10
955,318,368,0,bid,2,11
956,318,368,0,win,2,10
957,319,368,1,bid,1,10
958,319,368,1,bid,2,11
959,319,368,1,win,2,10
960,320,369,0,bid,1,10
961,320,369,0,bid,2,11
962,320,369,0,win,2,10
963,321,369,1,bid,1,10
964,321,369,1,bid,2,11
965,321,369,1,win,2,10
966,322,370,0,bid,1,10
967,322,370,0,bid,2,11
968,322,370,0,win,2,10
969,323,370,1,bid,1,10
970,323,370,1,bid,2,11
971,323,370,1,win,2,10
972,324,371,0,bid,1,10
973,324,371,0,bid,2,11
974,324,371,0,win,2,10
975,325,371,1,bid,1,10
976,325,371,1,bid,2,11
977,325,371,1,win,2,10
978,326,372,0,bid,1,10
979,326,372,0,bid,2,11
980,326,372,0,win,2,10
981,327,372,1,bid,1,10
982,327,372,1,bid,2,11
983,327,372,1,win,2,10
984,328,373,0,bid,1,10
985,328,373,0,bid,2,11
986,328,373,0,win,2,10
987,329,373,1,bid,1,10
988,329,373,1,bid,2,11
989,329,373,1,win,2,10
990,330,374,0,bid,1,10
991,330,374,0,bid,2,11
992,330,374,0,win,2,10
993,331,374,1,bid,1,10
994,331,374,1,bid,2,11
995,331,374,1,win,2,10
996,332,375,0,bid,1,10
997,332,375,0,bid,2,11
998,332,375,0,win,2,10
999,333,375,1,bid,1,10
1000,333,375,1,bid,2,11
1001,333,375,1,win,2,10
1002,334,376,0,bid,1,10
1003,334,376,0,bid,2,11
1004,334,376,0,win,2,10
1005,335,376,1,bid,1,10
1006,335,376,1,bid,2,11
1007,335,376,1,win,2,10
1008,336,377,0,bid,1,10
1009,336,377,0,bid,2,11
1010,336,377,0,win,2,10
1011,337,377,1,bid,1,10
1012,337,377,1,bid,2,11
1013,337,377,1,win,2,10
1014,338,378,0,bid,1,10
1015,338,378,0,bid,2,11
1016,338,378,0,win,2,10
1017,339,378,1,bid,1,10
1018,339,378,1,bid,2,11
1019,339,378,1,win,2,10
1020,340,379,0,bid,1,10
1021,340,379,0,bid,2,11
1022,340,379,0,win,2,10
1023,341,379,1,bid,1,10
1024,341,379,1,bid,2,11
1025,341,379,1,win,2,10
1026,342,380,0,bid,1,10
1027,342,380,0,bid,2,11
1028,342,380,0,win,2,10
1029,343,380,1,bid,1,10
1030,343,380,1,bid,2,11
1031,343,380,1,win,2,10
1032,344,381,0,bid,1,10
1033,344,381,0,bid,2,11
1034,344,381,0,win,2,10
1035,345,381,1,bid,1,10
1036,345,381,1,bid,2,11
1037,345,381,1,win,2,10
1038,346,382,0,bid,1,10
1039,346,382,0,bid,2,11
1040,346,382,0,win,2,10
1041,347,382,1,bid,1,10
1042,347,382,1,bid,2,11
1043,347,382,1,win,2,10
1044,348,383,0,bid,1,10
1045,348,383,0,bid,2,11
1046,348,383,0,win,2,10
1047,349,383,1,bid,1,10
1048,349,383,1,bid,2,11
1049,349,383,1,win,2,10
1050,350,384,0,bid,1,10
1051,350,384,0,bid,2,11
1052,350,384,0,win,2,10
1053,351,384,1,bid,1,10
1054,351,384,1,bid,2,11
1055,351,384,1,win,2,10
1056,352,385,0,bid,1,10
1057,352,385,0,bid,2,11
1058,352,385,0,win,2,10
1059,353,385,1,bid,1,10
1060,353,385,1,bid,2,11
1061,353,385,1,win,2,10
1062,354,386,0,bid,1,10
1063,354,386,0,bid,2,11
1064,354,386,0,win,2,10
1065,355,386,1,bid,1,10
1066,355,386,1,bid,2,11
1067,355,386,1,win,2,10
1068,356,387,0,bid,1,10
1069,356,387,0,bid,2,11
1070,356,387,0,win,2,10
1071,357,387,1,bid,1,10
1072,357,387,1,bid,2,11
1073,357,387,1,win,2,10
1074,358,388,0,bid,1,10
1075,358,388,0,bid,2,11
1076,358,388,0,win,2,10
1077,359,388,1,bid,1,10
1078,359,388,1,bid,2,11
1079,359,388,1,win,2,10
1080,360,389,0,bid,1,10
1081,360,389,0,bid,2,11
1082,360,389,0,win,2,10
1083,361,389,1,bid,1,10
1084,361,389,1,bid,2,11
1085,361,389,1,win,2,10
1086,362,390,0,bid,1,10
1087,362,390,0,bid,2,11
1088,362,390,0,win,2,10
1089,363,390,1,bid,1,10
1090,363,390,1,bid,2,11
1091,363,390,1,win,2,10
1092,364,391,0,bid,1,10
1093,364,391,0,bid,2,11
1094,364,391,0,win,2,10
1095,365,391,1,bid,1,10
1096,365,391,1,bid,2,11
1097,365,391,1,win,2,10
1098,366,392,0,bid,1,10
1099,366,392,0,bid,2,11
1100,366,392,0,win,2,10
1101,367,392,1,bid,1,10
1102,367,392,1,bid,2,11
1103,367,392,1,win,2,10
1104,368,393,0,bid,1,10
1105,368,393,0,bid,2,11
1106,368,393,0,win,2,10
1107,369,393,1,bid,1,10
1108,369,393,1,bid,2,11
1109,369,393,1,win,2,10
1110,370,394,0,bid,1,10
1111,370,394,0,bid,2,11
1112,370,394,0,win,2,10
1113,371,394,1,bid,1,10
1114,371,394,1,bid,2,11
1115,371,394,1,win,2,10
1116,372,395,0,bid,1,10
1117,372,395,0,bid,2,11
1118,372,395,0,win,2,10
1119,373,395,1,bid,1,10
1120,373,395,1,bid,2,11
1121,373,395,1,win,2,10
1122,374,396,0,bid,1,10
1123,374,396,0,bid,2,11
1124,374,396,0,win,2,10
1125,375,396,1,bid,1,10
1126,375,396,1,bid,2,11
1127,375,396,1,win,2,10
1128,376,397,0,bid,1,10
1129,376,397,0,bid,2,11
1130,376,397,0,win,2,10
1131,377,397,1,bid,1,10
1132,377,397,1,bid,2,11
1133,377,397,1,win,2,10
1134,378,398,0,bid,1,10
1135,378,398,0,bid,2,11
1136,378,398,0,win,2,10
1137,379,398,1,bid,1,10
1138,379,398,1,bid,2,11
1139,379,398,1,win,2,10
1140,380,399,0,bid,1,10
1141,380,399,0,bid,2,11
1142,380,399,0,win,2,10
1143,381,399,1,bid,1,10
1144,381,399,1,bid,2,11
1145,381,399,1,win,2,10
1146,382,400,0,bid,1,10
1147,382,400,0,bid,2,11
1148,382,400,0,win,2,10
1149,383,400,1,bid,1,10
1150,383,400,1,bid,2,11
1151,383,400,1,win,2,10
1152,384,401,0,bid,1,10
1153,384,401,0,bid,2,11
1154,384,401,0,win,2,10
1155,385,401,1,bid,1,10
1156,385,401,1,bid,2,11
1157,385,401,1,win,2,10
1158,386,402,0,bid,1,10
1159,386,402,0,bid,2,11
1160,386,402,0,win,2,10
1161,387,402,1,bid,1,10
1162,387,402,1,bid,2,11
1163,387,402,1,win,2,10
1164,388,403,0,bid,1,10
1165,388,403,0,bid,2,11
1166,388,403,0,win,2,10
1167,389,403,1,bid,1,10
1168,389,403,1,bid,2,11
1169,389,403,1,win,2,10
1170,390,404,0,bid,1,10
1171,390,404,0,bid,2,11
1172,390,404,0,win,2,10
1173,391,404,1,bid,1,10
1174,391,404,1,bid,2,11
1175,391,404,1,win,2,10
1176,392,405,0,bid,1,10
1177,392,405,0,bid,2,11
1178,392,405,0,win,2,10
1179,393,405,1,bid,1,10
1180,393,405,1,bid,2,11
1181,393,405,1,win,2,10
1182,394,406,0,bid,1,10
1183,394,406,0,bid,2,11
1184,394,406,0,win,2,10
1185,395,406,1,bid,1,10
1186,395,406,1,bid,2,11
1187,395,406,1,win,2,10
1188,396,407,0,bid,1,10
1189,396,407,0,bid,2,11
1190,396,407,0,win,2,10
1191,397,407,1,bid,1,10
1192,397,407,1,bid,2,11
1193,397,407,1,win,2,10
1194,398,408,0,bid,1,10
1195,398,408,0,bid,2,11
1196,398,408,0,win,2,10
1197,399,408,1,bid,1,10
1198,399,408,1,bid,2,11
1199,399,408,1,win,2,10
1200,400,409,0,bid,1,10
1201,400,409,0,bid,2,11
1202,400,409,0,win,2,10
1203,401,409,1,bid,1,10
1204,401,409,1,bid,2,11
1205,401,409,1,win,2,10
1206,402,410,0,bid,1,10
1207,402,410,0,bid,2,11
1208,402,410,0,win,2,10
1209,403,410,1,bid,1,10
1210,403,410,1,bid,2,11
1211,403,410,1,win,2,10
1212,404,411,0,bid,1,10
1213,404,411,0,bid,2,11
1214,404,411,0,win,2,10
1215,405,411,1,bid,1,10
1216,405,411,1,bid,2,11
1217,405,411,1,win,2,10
1218,406,412,0,bid,1,10
1219,406,412,0,bid,2,11
1220,406,412,0,win,2,10
1221,407,412,1,bid,1,10
1222,407,412,1,bid,2,11
1223,407,412,1,win,2,10
1224,408,413,0,bid,1,10
1225,408,413,0,bid,2,11
1226,408,413,0,win,2,10
1227,409,413,1,bid,1,10
1228,409,413,1,bid,2,11
1229,409,413,1,win,2,10
1230,410,414,0,bid,1,10
1231,410,414,0,bid,2,11
1232,410,414,0,win,2,10
1233,411,414,1,bid,1,10
1234,411,414,1,bid,2,11
1235,411,414,1,win,2,10
1236,412,415,0,bid,1,10
1237,412,415,0,bid,2,11
1238,412,415,0,win,2,10
1239,413,415,1,bid,1,10
1240,413,415,1,bid,2,11
1241,413,415,1,win,2,10
1242,414,416,0,bid,1,10
1243,414,416,0,bid,2,11
1244,414,416,0,win,2,10
1245,415,416,1,bid,1,10
1246,415,416,1,bid,2,11
1247,415,416,1,win,2,10
1248,416,417,0,bid,1,10
1249,416,417,0,bid,2,11
1250,416,417,0,win,2,10
1251,417,417,1,bid,1,10
1252,417,417,1,bid,2,11
1253,417,417,1,win,2,10
1254,418,418,0,bid,1,10
1255,418,418,0,bid,2,11
1256,418,418,0,win,2,10
1257,419,418,1,bid,1,10
1258,419,418,1,bid,2,11
1259,419,418,1,win,2,10
1260,420,419,0,bid,1,10
1261,420,419,0,bid,2,11
1262,420,419,0,win,2,10
1263,421,419,1,bid,1,10
1264,421,419,1,bid,2,11
1265,421,419,1,win,2,10
1266,422,420,0,bid,1,10
1267,422,420,0,bid,2,11
1268,422,420,0,win,2,10
1269,423,420,1,bid,1,10
1270,423,420,1,bid,2,11
1271,423,420,1,win,2,10
1272,424,421,0,bid,1,10
1273,424,421,0,bid,2,11
1274,424,421,0,win,2,10
1275,425,421,1,bid,1,10
1276,425,421,1,bid,2,11
1277,425,421,1,win,2,10
1278,426,422,0,bid,1,10
1279,426,422,0,bid,2,11
1280,426,422,0,win,2,10
1281,427,422,1,bid,1,10
1282,427,422,1,bid,2,11
1283,427,422,1,win,2,10
1284,428,423,0,bid,1,10
1285,428,423,0,bid,2,11
1286,428,423,0,win,2,10
1287,429,423,1,bid,1,10
1288,429,423,1,bid,2,11
1289,429,423,1,win,2,10
1290,430,424,0,bid,1,10
1291,430,424,0,bid,2,11
1292,430,424,0,win,2,10
1293,431,424,1,bid,1,10
1294,431,424,1,bid,2,11
1295,431,424,1,win,2,10
1296,432,425,0,bid,1,10
1297,432,425,0,bid,2,11
1298,432,425,0,win,2,10
1299,433,425,1,bid,1,10
1300,433,425,1,bid,2,11
1301,433,425,1,win,2,10
1302,434,426,0,bid,1,10
1303,434,426,0,bid,2,11
1304,434,426,0,win,2,10
1305,435,426,1,bid,1,10
1306,435,426,1,bid,2,11
1307,435,426,1,win,2,10
1308,436,427,0,bid,1,10
1309,436,427,0,bid,2,11
1310,436,427,0,win,2,10
1311,437,427,1,bid,1,10
1312,437,427,1,bid,2,11
1313,437,427,1,win,2,10
1314,438,428,0,bid,1,10
1315,438,428,0,bid,2,11
1316,438,428,0,win,2,10
1317,439,428,1,bid,1,10
1318,439,428,1,bid,2,11
1319,439,428,1,win,2,10
1320,440,429,0,bid,1,10
1321,440,429,0,bid,2,11
1322,440,429,0,win,2,10
1323,441,429,1,bid,1,10
1324,441,429,1,bid,2,11
1325,441,429,1,win,2,10
1326,442,430,0,bid,1,10
1327,442,430,0,bid,2,11
1328,442,430,0,win,2,10
1329,443,430,1,bid,1,10
1330,443,430,1,bid,2,11
1331,443,430,1,win,2,10
1332,444,431,0,bid,1,10
1333,444,431,0,bid,2,11
1334,444,431,0,win,2,10
1335,445,431,1,bid,1,10
1336,445,431,1,bid,2,11
1337,445,431,1,win,2,10
1338,446,432,0,bid,1,10
1339,446,432,0,bid,2,11
1340,446,432,0,win,2,10
1341,447,432,1,bid,1,10
1342,447,432,1,bid,2,11
1343,447,432,1,win,2,10
1344,448,433,0,bid,1,10
1345,448,433,0,bid,2,11
1346,448,433,0,win,2,10
1347,449,433,1,bid,1,10
1348,449,433,1,bid,2,11
1349,449,433,1,win,2,10
1350,450,434,0,bid,1,10
1351,450,434,0,bid,2,11
1352,450,434,0,win,2,10
1353,451,434,1,bid,1,10
1354,451,434,1,bid,2,11
1355,451,434,1,win,2,10
1356,452,435,0,bid,1,10
1357,452,435,0,bid,2,11
1358,452,435,0,win,2,10
1359,453,435,1,bid,1,10
1360,453,435,1,bid,2,11
1361,453,435,1,win,2,10
1362,454,436,0,bid,1,10
1363,454,436,0,bid,2,11
1364,454,436,0,win,2,10
1365,455,436,1,bid,1,10
1366,455,436,1,bid,2,11
1367,455,436,1,win,2,10
1368,456,437,0,bid,1,10
1369,456,437,0,bid,2,11
1370,456,437,0,win,2,10
1371,457,437,1,bid,1,10
1372,457,437,1,bid,2,11
1373,457,437,1,win,2,10
1374,458,438,0,bid,1,10
1375,458,438,0,bid,2,11
1376,458,438,0,win,2,10
1377,459,438,1,bid,1,10
1378,459,438,1,bid,2,11
1379,459,438,1,win,2,10
1380,460,439,0,bid,1,10
1381,460,439,0,bid,2,11
1382,460,439,0,win,2,10
1383,461,439,1,bid,1,10
1384,461,439,1,bid,2,11
1385,461,439,1,win,2,10
1386,462,440,0,bid,1,10
1387,462,440,0,bid,2,11
1388,462,440,0,win,2,10
1389,463,440,1,bid,1,10
1390,463,440,1,bid,2,11
1391,463,440,1,win,2,10
1392,464,441,0,bid,1,10
1393,464,441,0,bid,2,11
1394,464,441,0,win,2,10
1395,465,441,1,bid,1,10
1396,465,441,1,bid,2,11
1397,465,441,1,win,2,10
1398,466,442,0,bid,1,10
1399,466,442,0,bid,2,11
1400,466,442,0,win,2,10
1401,467,442,1,bid,1,10
1402,467,442,1,bid,2,11
1403,467,442,1,win,2,10
1404,468,443,0,bid,1,10
1405,468,443,0,bid,2,11
1406,468,443,0,win,2,10
1407,469,443,1,bid,1,10
1408,469,443,1,bid,2,11
1409,469,443,1,win,2,10
1410,470,444,0,bid,1,10
1411,470,444,0,bid,2,11
1412,470,444,0,win,2,10
1413,471,444,1,bid,1,10
1414,471,444,1,bid,2,11
1415,471,444,1,win,2,10
1416,472,445,0,bid,1,10
1417,472,445,0,bid,2,11
1418,472,445,0,win,2,10
1419,473,445,1,bid,1,10
1420,473,445,1,bid,2,11
1421,473,445,1,win,2,10
1422,474,446,0,bid,1,10
1423,474,446,0,bid,2,11
1424,474,446,0,win,2,10
1425,475,446,1,bid,1,10
1426,475,446,1,bid,2,11
1427,475,446,1,win,2,10
1428,476,447,0,bid,1,10
1429,476,447,0,bid,2,11
1430,476,447,0,win,2,10
1431,477,447,1,bid,1,10
1432,477,447,1,bid,2,11
1433,477,447,1,win,2,10
1434,478,448,0,bid,1,10
1435,478,448,0,bid,2,11
1436,478,448,0,win,2,10
1437,479,448,1,bid,1,10
1438,479,448,1,bid,2,11
1439,479,448,1,win,2,10
1440,480,449,0,bid,1,10
1441,480,449,0,bid,2,11
1442,480,449,0,win,2,10
1443,481,449,1,bid,1,10
1444,481,449,1,bid,2,11
1445,481,449,1,win,2,10
1446,482,450,0,bid,1,10
1447,482,450,0,bid,2,11
1448,482,450,0,win,2,10
1449,483,450,1,bid,1,10
1450,483,450,1,bid,2,11
1451,483,450,1,win,2,10
1452,484,451,0,bid,1,10
1453,484,451,0,bid,2,11
1454,484,451,0,win,2,10
1455,485,451,1,bid,1,10
1456,485,451,1,bid,2,11
1457,485,451,1,win,2,10
1458,486,452,0,bid,1,10
1459,486,452,0,bid,2,11
1460,486,452,0,win,2,10
1461,487,452,1,bid,1,10
1462,487,452,1,bid,2,11
1463,487,452,1,win,2,10
1464,488,453,0,bid,1,10
1465,488,453,0,bid,2,11
1466,488,453,0,win,2,10
1467,489,453,1,bid,1,10
1468,489,453,1,bid,2,11
1469,489,453,1,win,2,10
1470,490,454,0,bid,1,10
1471,490,454,0,bid,2,11
1472,490,454,0,win,2,10
1473,491,454,1,bid,1,10
1474,491,454,1,bid,2,11
1475,491,454,1,win,2,10
1476,492,455,0,bid,1,10
1477,492,455,0,bid,2,11
1478,492,455,0,win,2,10
1479,493,455,1,bid,1,10
1480,493,455,1,bid,2,11
1481,493,455,1,win,2,10
1482,494,456,0,bid,1,10
1483,494,456,0,bid,2,11
1484,494,456,0,win,2,10
1485,495,456,1,bid,1,10
1486,495,456,1,bid,2,11
1487,495,456,1,win,2,10
1488,496,457,0,bid,1,10
1489,496,457,0,bid,2,11
1490,496,457,0,win,2,10
1491,497,457,1,bid,1,10
1492,497,457,1,bid,2,11
1493,497,457,1,win,2,10
1494,498,458,0,bid,1,10
1495,498,458,0,bid,2,11
1496,498,458,0,win,2,10
1497,499,458,1,bid,1,10
1498,499,458,1,bid,2,11
1499,499,458,1,win,2,10
1500,500,459,0,bid,1,10
1501,500,459,0,bid,2,11
1502,500,459,0,win,2,10
1503,501,459,1,bid,1,10
1504,501,459,1,bid,2,11
1505,501,459,1,win,2,10
1506,502,460,0,bid,1,10
1507,502,460,0,bid,2,11
1508,502,460,0,win,2,10
1509,503,460,1,bid,1,10
1510,503,460,1,bid,2,11
1511,503,460,1,win,2,10
1512,504,461,0,bid,1,10
1513,504,461,0,bid,2,11
1514,504,461,0,win,2,10
1515,505,461,1,bid,1,10
1516,505,461,1,bid,2,11
1517,505,461,1,win,2,10
1518,506,462,0,bid,1,10
1519,506,462,0,bid,2,11
1520,506,462,0,win,2,10
1521,507,462,1,bid,1,10
1522,507,462,1,bid,2,11
1523,507,462,1,win,2,10
1524,508,463,0,bid,1,10
1525,508,463,0,bid,2,11
1526,508,463,0,win,2,10
1527,509,463,1,bid,1,10
1528,509,463,1,bid,2,11
1529,509,463,1,win,2,10
1530,510,464,0,bid,1,10
1531,510,464,0,bid,2,11
1532,510,464,0,win,2,10
1533,511,464,1,bid,1,10
1534,511,464,1,bid,2,11
1535,511,464,1,win,2,10
1536,512,465,0,bid,1,10
1537,512,465,0,bid,2,11
1538,512,465,0,win,2,10
1539,513,465,1,bid,1,10
1540,513,465,1,bid,2,11
1541,513,465,1,win,2,10
1542,514,466,0,bid,1,10
1543,514,466,0,bid,2,11
1544,514,466,0,win,2,10
1545,515,466,1,bid,1,10
1546,515,466,1,bid,2,11
1547,515,466,1,win,2,10
1548,516,467,0,bid,1,10
1549,516,467,0,bid,2,11
1550,516,467,0,win,2,10
1551,517,467,1,bid,1,10
1552,517,467,1,bid,2,11
1553,517,467,1,win,2,10
1554,518,468,0,bid,1,10
1555,518,468,0,bid,2,11
1556,518,468,0,win,2,10
1557,519,468,1,bid,1,10
1558,519,468,1,bid,2,11
1559,519,468,1,win,2,10
1560,520,469,0,bid,1,10
1561,520,469,0,bid,2,11
1562,520,469,0,win,2,10
1563,521,469,1,bid,1,10
1564,521,469,1,bid,2,11
1565,521,469,1,win,2,10
1566,522,470,0,bid,1,10
1567,522,470,0,bid,2,11
1568,522,470,0,win,2,10
1569,523,470,1,bid,1,10
1570,523,470,1,bid,2,11
1571,523,470,1,win,2,10
1572,524,471,0,bid,1,10
1573,524,471,0,bid,2,11
1574,524,471,0,win,2,10
1575,525,471,1,bid,1,10
1576,525,471,1,bid,2,11
1577,525,471,1,win,2,10
1578,526,472,0,bid,1,10
1579,526,472,0,bid,2,11
1580,526,472,0,win,2,10
1581,527,472,1,bid,1,10
1582,527,472,1,bid,2,11
1583,527,472,1,win,2,10
1584,528,473,0,bid,1,10
1585,528,473,0,bid,2,11
1586,528,473,0,win,2,10
1587,529,473,1,bid,1,10
1588,529,473,1,bid,2,11
1589,529,473,1,win,2,10
1590,530,474,0,bid,1,10
1591,530,474,0,bid,2,11
1592,530,474,0,win,2,10
1593,531,474,1,bid,1,10
1594,531,474,1,bid,2,11
1595,531,474,1,win,2,10
1596,532,475,0,bid,1,10
1597,532,475,0,bid,2,11
1598,532,475,0,win,2,10
1599,533,475,1,bid,1,10
1600,533,475,1,bid,2,11
1601,533,475,1,win,2,10
1602,534,476,0,bid,1,10
1603,534,476,0,bid,2,11
1604,534,476,0,win,2,10
1605,535,476,1,bid,1,10
1606,535,476,1,bid,2,11
1607,535,476,1,win,2,10
1608,536,477,0,bid,1,10
1609,536,477,0,bid,2,11
1610,536,477,0,win,2,10
1611,537,477,1,bid,1,10
1612,537,477,1,bid,2,11
1613,537,477,1,win,2,10
1614,538,478,0,bid,1,10
1615,538,478,0,bid,2,11
1616,538,478,0,win,2,10
1617,539,478,1,bid,1,10
1618,539,478,1,bid,2,11
1619,539,478,1,win,2,10
1620,540,479,0,bid,1,10
1621,540,479,0,bid,2,11
1622,540,479,0,win,2,10
1623,541,479,1,bid,1,10
1624,541,479,1,bid,2,11
1625,541,479,1,win,2,10
1626,542,480,0,bid,1,10
1627,542,480,0,bid,2,11
1628,542,480,0,win,2,10
1629,543,480,1,bid,1,10
1630,543,480,1,bid,2,11
1631,543,480,1,win,2,10
1632,544,481,0,bid,1,10
1633,544,481,0,bid,2,11
1634,544,481,0,win,2,10
1635,545,481,1,bid,1,10
1636,545,481,1,bid,2,11
1637,545,481,1,win,2,10
1638,546,482,0,bid,1,10
1639,546,482,0,bid,2,11
1640,546,482,0,win,2,10
1641,547,482,1,bid,1,10
1642,547,482,1,bid,2,11
1643,547,482,1,win,2,10
1644,548,483,0,bid,1,10
1645,548,483,0,bid,2,11
1646,548,483,0,win,2,10
1647,549,483,1,bid,1,10
1648,549,483,1,bid,2,11
1649,549,483,1,win,2,10
1650,550,484,0,bid,1,10
1651,550,484,0,bid,2,11
1652,550,484,0,win,2,10
1653,551,484,1,bid,1,10
1654,551,484,1,bid,2,11
1655,551,484,1,win,2,10
1656,552,485,0,bid,1,10
1657,552,485,0,bid,2,11
1658,552,485,0,win,2,10
1659,553,485,1,bid,1,10
1660,553,485,1,bid,2,11
1661,553,485,1,win,2,10
1662,554,486,0,bid,1,10
1663,554,486,0,bid,2,11
1664,554,486,0,win,2,10
1665,555,486,1,bid,1,10
1666,555,486,1,bid,2,11
1667,555,486,1,win,2,10
1668,556,487,0,bid,1,10
1669,556,487,0,bid,2,11
1670,556,487,0,win,2,10
1671,557,487,1,bid,1,10
1672,557,487,1,bid,2,11
1673,557,487,1,win,2,10
1674,558,488,0,bid,1,10
1675,558,488,0,bid,2,11
1676,558,488,0,win,2,10
1677,559,488,1,bid,1,10
1678,559,488,1,bid,2,11
1679,559,488,1,win,2,10
1680,560,489,0,bid,1,10
1681,560,489,0,bid,2,11
1682,560,489,0,win,2,10
1683,561,489,1,bid,1,10
1684,561,489,1,bid,2,11
1685,561,489,1,win,2,10
1686,562,490,0,bid,1,10
1687,562,490,0,bid,2,11
1688,562,490,0,win,2,10
1689,563,490,1,bid,1,10
1690,563,490,1,bid,2,11
1691,563,490,1,win,2,10
1692,564,491,0,bid,1,10
1693,564,491,0,bid,2,11
1694,564,491,0,win,2,10
1695,565,491,1,bid,1,10
1696,565,491,1,bid,2,11
1697,565,491,1,win,2,10
1698,566,492,0,bid,1,10
1699,566,492,0,bid,2,11
1700,566,492,0,win,2,10
1701,567,492,1,bid,1,10
1702,567,492,1,bid,2,11
1703,567,492,1,win,2,10
1704,568,493,0,bid,1,10
1705,568,493,0,bid,2,11
1706,568,493,0,win,2,10
1707,569,493,1,bid,1,10
1708,569,493,1,bid,2,11
1709,569,493,1,win,2,10
1710,570,494,0,bid,1,10
1711,570,494,0,bid,2,11
1712,570,494,0,win,2,10
1713,571,494,1,bid,1,10
1714,571,494,1,bid,2,11
1715,571,494,1,win,2,10
1716,572,495,0,bid,1,10
1717,572,495,0,bid,2,11
1718,572,495,0,win,2,10
1719,573,495,1,bid,1,10
1720,573,495,1,bid,2,11
1721,573,495,1,win,2,10
1722,574,496,0,bid,1,10
1723,574,496,0,bid,2,11
1724,574,496,0,win,2,10
1725,575,496,1,bid,1,10
1726,575,496,1,bid,2,11
1727,575,496,1,win,2,10
1728,576,497,0,bid,1,10
1729,576,497,0,bid,2,11
1730,576,497,0,win,2,10
1731,577,497,1,bid,1,10
1732,577,497,1,bid,2,11
1733,577,497,1,win,2,10
1734,578,498,0,bid,1,10
1735,578,498,0,bid,2,11
1736,578,498,0,win,2,10
1737,579,498,1,bid,1,10
1738,579,498,1,bid,2,11
1739,579,498,1,win,2,10
1740,580,499,0,bid,1,10
1741,580,499,0,bid,2,11
1742,580,499,0,win,2,10
1743,581,499,1,bid,1,10
1744,581,499,1,bid,2,11
1745,581,499,1,win,2,10
1746,582,500,0,bid,1,10
1747,582,500,0,bid,2,11
1748,582,500,0,win,2,10
1749,583,500,1,bid,1,10
1750,583,500,1,bid,2,11
1751,583,500,1,win,2,10
1752,584,501,0,bid,1,10
1753,584,501,0,bid,2,11
1754,584,501,0,win,2,10
1755,585,501,1,bid,1,10
1756,585,501,1,bid,2,11
1757,585,501,1,win,2,10
1758,586,502,0,bid,1,10
1759,586,502,0,bid,2,11
1760,586,502,0,win,2,10
1761,587,502,1,bid,1,10
1762,587,502,1,bid,2,11
1763,587,502,1,win,2,10
1764,588,503,0,bid,1,10
1765,588,503,0,bid,2,11
1766,588,503,0,win,2,10
1767,589,503,1,bid,1,10
1768,589,503,1,bid,2,11
1769,589,503,1,win,2,10
1770,590,504,0,bid,1,10
1771,590,504,0,bid,2,11
1772,590,504,0,win,2,10
1773,591,504,1,bid,1,10
1774,591,504,1,bid,2,11
1775,591,504,1,win,2,10
1776,592,505,0,bid,1,10
1777,592,505,0,bid,2,11
1778,592,505,0,win,2,10
1779,593,505,1,bid,1,10
1780,593,505,1,bid,2,11
1781,593,505,1,win,2,10
1782,594,506,0,bid,1,10
1783,594,506,0,bid,2,11
1784,594,506,0,win,2,10
1785,595,506,1,bid,1,10
1786,595,506,1,bid,2,11
1787,595,506,1,win,2,10
1788,596,507,0,bid,1,10
1789,596,507,0,bid,2,11
1790,596,507,0,win,2,10
1791,597,507,1,bid,1,10
1792,597,507,1,bid,2,11
1793,597,507,1,win,2,10
1794,598,508,0,bid,1,10
1795,598,508,0,bid,2,11
1796,598,508,0,win,2,10
1797,599,508,1,bid,1,10
1798,599,508,1,bid,2,11
1799,599,508,1,win,2,10
1800,600,509,0,bid,1,10
1801,600,509,0,bid,2,11
1802,600,509,0,win,2,10
1803,601,509,1,bid,1,10
1804,601,509,1,bid,2,11
1805,601,509,1,win,2,10
1806,602,510,0,bid,1,10
1807,602,510,0,bid,2,11
1808,602,510,0,win,2,10
1809,603,510,1,bid,1,10
1810,603,510,1,bid,2,11
1811,603,510,1,win,2,10
1812,604,511,0,bid,1,10
1813,604,511,0,bid,2,11
1814,604,511,0,win,2,10
1815,605,511,1,bid,1,10
1816,605,511,1,bid,2,11
1817,605,511,1,win,2,10
1818,606,512,0,bid,1,10
1819,606,512,0,bid,2,11
1820,606,512,0,win,2,10
1821,607,512,1,bid,1,10
