ord,request,window,request_in_window,kind,campaign_id,bid_value
1822,607,512,1,bid,2,11
1823,607,512,1,win,2,10
1824,608,513,0,bid,1,10
1825,608,513,0,bid,2,11
1826,608,513,0,win,2,10
1827,609,513,1,bid,1,10
1828,609,513,1,bid,2,11
1829,609,513,1,win,2,10
1830,610,514,0,bid,1,10
1831,610,514,0,bid,2,11
1832,610,514,0,win,2,10
1833,611,514,1,bid,1,10
1834,611,514,1,bid,2,11
1835,611,514,1,win,2,10
1836,612,515,0,bid,1,10
1837,612,515,0,bid,2,11
1838,612,515,0,win,2,10
1839,613,515,1,bid,1,10
1840,613,515,1,bid,2,11
1841,613,515,1,win,2,10
1842,614,516,0,bid,1,10
1843,614,516,0,bid,2,11
1844,614,516,0,win,2,10
1845,615,516,1,bid,1,10
1846,615,516,1,bid,2,11
1847,615,516,1,win,2,10
1848,616,517,0,bid,1,10
1849,616,517,0,bid,2,11
1850,616,517,0,win,2,10
1851,617,517,1,bid,1,10
1852,617,517,1,bid,2,11
1853,617,517,1,win,2,10
1854,618,518,0,bid,1,10
1855,618,518,0,bid,2,11
1856,618,518,0,win,2,10
1857,619,518,1,bid,1,10
1858,619,518,1,bid,2,11
1859,619,518,1,win,2,10
1860,620,519,0,bid,1,10
1861,620,519,0,bid,2,11
1862,620,519,0,win,2,10
1863,621,519,1,bid,1,10
1864,621,519,1,bid,2,11
1865,621,519,1,win,2,10
1866,622,520,0,bid,1,10
1867,622,520,0,bid,2,11
1868,622,520,0,win,2,10
1869,623,520,1,bid,1,10
1870,623,520,1,bid,2,11
1871,623,520,1,win,2,10
1872,624,521,0,bid,1,10
1873,624,521,0,bid,2,11
1874,624,521,0,win,2,10
1875,625,521,1,bid,1,10
1876,625,521,1,bid,2,11
1877,625,521,1,win,2,10
1878,626,522,0,bid,1,10
1879,626,522,0,bid,2,11
1880,626,522,0,win,2,10
1881,627,522,1,bid,1,10
1882,627,522,1,bid,2,11
1883,627,522,1,win,2,10
1884,628,523,0,bid,1,10
1885,628,523,0,bid,2,11
1886,628,523,0,win,2,10
1887,629,523,1,bid,1,10
1888,629,523,1,bid,2,11
1889,629,523,1,win,2,10
1890,630,524,0,bid,1,10
1891,630,524,0,bid,2,11
1892,630,524,0,win,2,10
1893,631,524,1,bid,1,10
1894,631,524,1,bid,2,11
1895,631,524,1,win,2,10
1896,632,525,0,bid,1,10
1897,632,525,0,bid,2,11
1898,632,525,0,win,2,10
1899,633,525,1,bid,1,10
1900,633,525,1,bid,2,11
1901,633,525,1,win,2,10
1902,634,526,0,bid,1,10
1903,634,526,0,bid,2,11
1904,634,526,0,win,2,10
1905,635,526,1,bid,1,10
1906,635,526,1,bid,2,11
1907,635,526,1,win,2,10
1908,636,527,0,bid,1,10
1909,636,527,0,bid,2,11
1910,636,527,0,win,2,10
1911,637,527,1,bid,1,10
1912,637,527,1,bid,2,11
1913,637,527,1,win,2,10
1914,638,528,0,bid,1,10
1915,638,528,0,bid,2,11
1916,638,528,0,win,2,10
1917,639,528,1,bid,1,10
1918,639,528,1,bid,2,11
1919,639,528,1,win,2,10
1920,640,529,0,bid,1,10
1921,640,529,0,bid,2,11
1922,640,529,0,win,2,10
1923,641,529,1,bid,1,10
1924,641,529,1,bid,2,11
1925,641,529,1,win,2,10
1926,642,530,0,bid,1,10
1927,642,530,0,bid,2,11
1928,642,530,0,win,2,10
1929,643,530,1,bid,1,10
1930,643,530,1,bid,2,11
1931,643,530,1,win,2,10
1932,644,531,0,bid,1,10
1933,644,531,0,bid,2,11
1934,644,531,0,win,2,10
1935,645,531,1,bid,1,10
1936,645,531,1,bid,2,11
1937,645,531,1,win,2,10
1938,646,532,0,bid,1,10
1939,646,532,0,bid,2,11
1940,646,532,0,win,2,10
1941,647,532,1,bid,1,10
1942,647,532,1,bid,2,11
1943,647,532,1,win,2,10
1944,648,533,0,bid,1,10
1945,648,533,0,bid,2,11
1946,648,533,0,win,2,10
1947,649,533,1,bid,1,10
1948,649,533,1,bid,2,11
1949,649,533,1,win,2,10
1950,650,534,0,bid,1,10
1951,650,534,0,bid,2,11
1952,650,534,0,win,2,10
1953,651,534,1,bid,1,10
1954,651,534,1,bid,2,11
1955,651,534,1,win,2,10
1956,652,535,0,bid,1,10
1957,652,535,0,bid,2,11
1958,652,535,0,win,2,10
1959,653,535,1,bid,1,10
1960,653,535,1,bid,2,11
1961,653,535,1,win,2,10
1962,654,536,0,bid,1,10
1963,654,536,0,bid,2,11
1964,654,536,0,win,2,10
1965,655,536,1,bid,1,10
1966,655,536,1,bid,2,11
1967,655,536,1,win,2,10
1968,656,537,0,bid,1,10
1969,656,537,0,bid,2,11
1970,656,537,0,win,2,10
1971,657,537,1,bid,1,10
1972,657,537,1,bid,2,11
1973,657,537,1,win,2,10
1974,658,538,0,bid,1,10
1975,658,538,0,bid,2,11
1976,658,538,0,win,2,10
1977,659,538,1,bid,1,10
1978,659,538,1,bid,2,11
1979,659,538,1,win,2,10
1980,660,539,0,bid,1,10
1981,660,539,0,bid,2,11
1982,660,539,0,win,2,10
1983,661,539,1,bid,1,10
1984,661,539,1,bid,2,11
1985,661,539,1,win,2,10
1986,662,540,0,bid,1,10
1987,662,540,0,bid,2,11
1988,662,540,0,win,2,10
1989,663,540,1,bid,1,10
1990,663,540,1,bid,2,11
1991,663,540,1,win,2,10
1992,664,541,0,bid,1,10
1993,664,541,0,bid,2,11
1994,664,541,0,win,2,10
1995,665,541,1,bid,1,10
1996,665,541,1,bid,2,11
1997,665,541,1,win,2,10
1998,666,542,0,bid,1,10
1999,666,542,0,bid,2,11
2000,666,542,0,win,2,10
2001,667,542,1,bid,1,10
2002,667,542,1,bid,2,11
2003,667,542,1,win,2,10
2004,668,543,0,bid,1,10
2005,668,543,0,bid,2,11
2006,668,543,0,win,2,10
2007,669,543,1,bid,1,10
2008,669,543,1,bid,2,11
2009,669,543,1,win,2,10
2010,670,544,0,bid,1,10
2011,670,544,0,bid,2,11
2012,670,544,0,win,2,10
2013,671,544,1,bid,1,10
2014,671,544,1,bid,2,11
2015,671,544,1,win,2,10
2016,672,545,0,bid,1,10
2017,672,545,0,bid,2,11
2018,672,545,0,win,2,10
2019,673,545,1,bid,1,10
2020,673,545,1,bid,2,11
2021,673,545,1,win,2,10
2022,674,546,0,bid,1,10
2023,674,546,0,bid,2,11
2024,674,546,0,win,2,10
2025,675,546,1,bid,1,10
2026,675,546,1,bid,2,11
2027,675,546,1,win,2,10
2028,676,547,0,bid,1,10
2029,676,547,0,bid,2,11
2030,676,547,0,win,2,10
2031,677,547,1,bid,1,10
2032,677,547,1,bid,2,11
2033,677,547,1,win,2,10
2034,678,548,0,bid,1,10
2035,678,548,0,bid,2,11
2036,678,548,0,win,2,10
2037,679,549,0,bid,1,10
2038,679,549,0,bid,2,11
2039,679,549,0,win,2,10
2040,680,550,0,bid,1,10
2041,680,550,0,bid,2,11
2042,680,550,0,win,2,10
2043,681,551,0,bid,1,10
2044,681,551,0,bid,2,11
2045,681,551,0,win,2,10
2046,682,552,0,bid,1,10
2047,682,552,0,bid,2,11
2048,682,552,0,win,2,10
2049,683,553,0,bid,1,10
2050,683,553,0,bid,2,11
2051,683,553,0,win,2,10
2052,684,554,0,bid,1,10
2053,684,554,0,bid,2,11
2054,684,554,0,win,2,10
2055,685,555,0,bid,1,10
2056,685,555,0,bid,2,11
2057,685,555,0,win,2,10
2058,686,556,0,bid,1,10
2059,686,556,0,bid,2,11
2060,686,556,0,win,2,10
2061,687,557,0,bid,1,10
2062,687,557,0,bid,2,11
2063,687,557,0,win,2,10
2064,688,558,0,bid,1,10
2065,688,558,0,bid,2,11
2066,688,558,0,win,2,10
2067,689,559,0,bid,1,10
2068,689,559,0,bid,2,11
2069,689,559,0,win,2,10
2070,690,560,0,bid,1,10
2071,690,560,0,bid,2,11
2072,690,560,0,win,2,10
2073,691,561,0,bid,1,10
2074,691,561,0,bid,2,11
2075,691,561,0,win,2,10
2076,692,562,0,bid,1,10
2077,692,562,0,bid,2,11
2078,692,562,0,win,2,10
2079,693,563,0,bid,1,10
2080,693,563,0,bid,2,11
2081,693,563,0,win,2,10
2082,694,564,0,bid,1,10
2083,694,564,0,bid,2,11
2084,694,564,0,win,2,10
2085,695,565,0,bid,1,10
2086,695,565,0,bid,2,11
2087,695,565,0,win,2,10
2088,696,566,0,bid,1,10
2089,696,566,0,bid,2,11
2090,696,566,0,win,2,10
2091,697,567,0,bid,1,10
2092,697,567,0,bid,2,11
2093,697,567,0,win,2,10
2094,698,568,0,bid,1,10
2095,698,568,0,bid,2,11
2096,698,568,0,win,2,10
2097,699,569,0,bid,1,10
2098,699,569,0,bid,2,11
2099,699,569,0,win,2,10
2100,700,570,0,bid,1,10
2101,700,570,0,bid,2,11
2102,700,570,0,win,2,10
2103,701,571,0,bid,1,10
2104,701,571,0,bid,2,11
2105,701,571,0,win,2,10
2106,702,572,0,bid,1,10
2107,702,572,0,bid,2,11
2108,702,572,0,win,2,10
2109,703,573,0,bid,1,10
2110,703,573,0,bid,2,11
2111,703,573,0,win,2,10
2112,704,574,0,bid,1,10
2113,704,574,0,bid,2,11
2114,704,574,0,win,2,10
2115,705,575,0,bid,1,10
2116,705,575,0,bid,2,11
2117,705,575,0,win,2,10
2118,706,576,0,bid,1,10
2119,706,576,0,bid,2,11
2120,706,576,0,win,2,10
2121,707,577,0,bid,1,10
2122,707,577,0,bid,2,11
2123,707,577,0,win,2,10
2124,708,578,0,bid,1,10
2125,708,578,0,bid,2,11
2126,708,578,0,win,2,10
2127,709,579,0,bid,1,10
2128,709,579,0,bid,2,11
2129,709,579,0,win,2,10
2130,710,580,0,bid,1,10
2131,710,580,0,bid,2,11
2132,710,580,0,win,2,10
2133,711,581,0,bid,1,10
2134,711,581,0,bid,2,11
2135,711,581,0,win,2,10
2136,712,582,0,bid,1,10
2137,712,582,0,bid,2,11
2138,712,582,0,win,2,10
2139,713,583,0,bid,1,10
2140,713,583,0,bid,2,11
2141,713,583,0,win,2,10
2142,714,584,0,bid,1,10
2143,714,584,0,bid,2,11
2144,714,584,0,win,2,10
2145,715,585,0,bid,1,10
2146,715,585,0,bid,2,11
2147,715,585,0,win,2,10
2148,716,586,0,bid,1,10
2149,716,586,0,bid,2,11
2150,716,586,0,win,2,10
2151,717,587,0,bid,1,10
2152,717,587,0,bid,2,11
2153,717,587,0,win,2,10
2154,718,588,0,bid,1,10
2155,718,588,0,bid,2,11
2156,718,588,0,win,2,10
2157,719,589,0,bid,1,10
2158,719,589,0,bid,2,11
2159,719,589,0,win,2,10
2160,720,590,0,bid,1,10
2161,720,590,0,bid,2,11
2162,720,590,0,win,2,10
2163,721,591,0,bid,1,10
2164,721,591,0,bid,2,11
2165,721,591,0,win,2,10
2166,722,592,0,bid,1,10
2167,722,592,0,bid,2,11
2168,722,592,0,win,2,10
2169,723,593,0,bid,1,10
2170,723,593,0,bid,2,11
2171,723,593,0,win,2,10
2172,724,594,0,bid,1,10
2173,724,594,0,bid,2,11
2174,724,594,0,win,2,10
2175,725,595,0,bid,1,10
2176,725,595,0,bid,2,11
2177,725,595,0,win,2,10
2178,726,596,0,bid,1,10
2179,726,596,0,bid,2,11
2180,726,596,0,win,2,10
2181,727,597,0,bid,1,10
2182,727,597,0,bid,2,11
2183,727,597,0,win,2,10
2184,728,598,0,bid,1,10
2185,728,598,0,bid,2,11
2186,728,598,0,win,2,10
2187,729,599,0,bid,1,10
2188,729,599,0,bid,2,11
2189,729,599,0,win,2,10
2190,730,600,0,bid,1,10
2191,730,600,0,bid,2,11
2192,730,600,0,win,2,10
2193,731,601,0,bid,1,10
2194,731,601,0,bid,2,11
2195,731,601,0,win,2,10
2196,732,602,0,bid,1,10
2197,732,602,0,bid,2,11
2198,732,602,0,win,2,10
2199,733,603,0,bid,1,10
2200,733,603,0,bid,2,11
2201,733,603,0,win,2,10
2202,734,604,0,bid,1,10
2203,734,604,0,bid,2,11
2204,734,604,0,win,2,10
2205,735,605,0,bid,1,10
2206,735,605,0,bid,2,11
2207,735,605,0,win,2,10
2208,736,606,0,bid,1,10
2209,736,606,0,bid,2,11
2210,736,606,0,win,2,10
2211,737,607,0,bid,1,10
2212,737,607,0,bid,2,11
2213,737,607,0,win,2,10
2214,738,608,0,bid,1,10
2215,738,608,0,bid,2,11
2216,738,608,0,win,2,10
2217,739,609,0,bid,1,10
2218,739,609,0,bid,2,11
2219,739,609,0,win,2,10
2220,740,610,0,bid,1,10
2221,740,610,0,bid,2,11
2222,740,610,0,win,2,10
2223,741,611,0,bid,1,10
2224,741,611,0,bid,2,11
2225,741,611,0,win,2,10
2226,742,612,0,bid,1,10
2227,742,612,0,bid,2,11
2228,742,612,0,win,2,10
2229,743,613,0,bid,1,10
2230,743,613,0,bid,2,11
2231,743,613,0,win,2,10
2232,744,614,0,bid,1,10
2233,744,614,0,bid,2,11
2234,744,614,0,win,2,10
2235,745,615,0,bid,1,10
2236,745,615,0,bid,2,11
2237,745,615,0,win,2,10
2238,746,616,0,bid,1,10
2239,746,616,0,bid,2,11
2240,746,616,0,win,2,10
2241,747,617,0,bid,1,10
2242,747,617,0,bid,2,11
2243,747,617,0,win,2,10
2244,748,618,0,bid,1,10
2245,748,618,0,bid,2,11
2246,748,618,0,win,2,10
2247,749,619,0,bid,1,10
2248,749,619,0,bid,2,11
2249,749,619,0,win,2,10
2250,750,620,0,bid,1,10
2251,750,620,0,bid,2,11
2252,750,620,0,win,2,10
2253,751,621,0,bid,1,10
2254,751,621,0,bid,2,11
2255,751,621,0,win,2,10
2256,752,622,0,bid,1,10
2257,752,622,0,bid,2,11
2258,752,622,0,win,2,10
2259,753,623,0,bid,1,10
2260,753,623,0,bid,2,11
2261,753,623,0,win,2,10
2262,754,624,0,bid,1,10
2263,754,624,0,bid,2,11
2264,754,624,0,win,2,10
2265,755,625,0,bid,1,10
2266,755,625,0,bid,2,11
2267,755,625,0,win,2,10
2268,756,626,0,bid,1,10
2269,756,626,0,bid,2,11
2270,756,626,0,win,2,10
2271,757,627,0,bid,1,10
2272,757,627,0,bid,2,11
2273,757,627,0,win,2,10
2274,758,628,0,bid,1,10
2275,758,628,0,bid,2,11
2276,758,628,0,win,2,10
2277,759,629,0,bid,1,10
2278,759,629,0,bid,2,11
2279,759,629,0,win,2,10
2280,760,630,0,bid,1,10
2281,760,630,0,bid,2,11
2282,760,630,0,win,2,10
2283,761,631,0,bid,1,10
2284,761,631,0,bid,2,11
2285,761,631,0,win,2,10
2286,762,632,0,bid,1,10
2287,762,632,0,bid,2,11
2288,762,632,0,win,2,10
2289,763,633,0,bid,1,10
2290,763,633,0,bid,2,11
2291,763,633,0,win,2,10
2292,764,634,0,bid,1,10
2293,764,634,0,bid,2,11
2294,764,634,0,win,2,10
2295,765,635,0,bid,1,10
2296,765,635,0,bid,2,11
2297,765,635,0,win,2,10
2298,766,636,0,bid,1,10
2299,766,636,0,bid,2,11
2300,766,636,0,win,2,10
2301,767,637,0,bid,1,10
2302,767,637,0,bid,2,11
2303,767,637,0,win,2,10
2304,768,638,0,bid,1,10
2305,768,638,0,bid,2,11
2306,768,638,0,win,2,10
2307,769,639,0,bid,1,10
2308,769,639,0,bid,2,11
2309,769,639,0,win,2,10
2310,770,640,0,bid,1,10
2311,770,640,0,bid,2,11
2312,770,640,0,win,2,10
2313,771,641,0,bid,1,10
2314,771,641,0,bid,2,11
2315,771,641,0,win,2,10
2316,772,642,0,bid,1,10
2317,772,642,0,bid,2,11
2318,772,642,0,win,2,10
2319,773,643,0,bid,1,10
2320,773,643,0,bid,2,11
2321,773,643,0,win,2,10
2322,774,644,0,bid,1,10
2323,774,644,0,bid,2,11
2324,774,644,0,win,2,10
2325,775,645,0,bid,1,10
2326,775,645,0,bid,2,11
2327,775,645,0,win,2,10
2328,776,646,0,bid,1,10
2329,776,646,0,bid,2,11
2330,776,646,0,win,2,10
2331,777,647,0,bid,1,10
2332,777,647,0,bid,2,11
2333,777,647,0,win,2,10
2334,778,648,0,bid,1,10
2335,778,648,0,bid,2,11
2336,778,648,0,win,2,10
2337,779,649,0,bid,1,10
2338,779,649,0,bid,2,11
2339,779,649,0,win,2,10
2340,780,650,0,bid,1,10
2341,780,650,0,bid,2,11
2342,780,650,0,win,2,10
2343,781,651,0,bid,1,10
2344,781,651,0,bid,2,11
2345,781,651,0,win,2,10
2346,782,652,0,bid,1,10
2347,782,652,0,bid,2,11
2348,782,652,0,win,2,10
2349,783,653,0,bid,1,10
2350,783,653,0,bid,2,11
2351,783,653,0,win,2,10
2352,784,654,0,bid,1,10
2353,784,654,0,bid,2,11
2354,784,654,0,win,2,10
2355,785,655,0,bid,1,10
2356,785,655,0,bid,2,11
2357,785,655,0,win,2,10
2358,786,656,0,bid,1,10
2359,786,656,0,bid,2,11
2360,786,656,0,win,2,10
2361,787,657,0,bid,1,10
2362,787,657,0,bid,2,11
2363,787,657,0,win,2,10
2364,788,658,0,bid,1,10
2365,788,658,0,bid,2,11
2366,788,658,0,win,2,10
2367,789,659,0,bid,1,10
2368,789,659,0,bid,2,11
2369,789,659,0,win,2,10
2370,790,660,0,bid,1,10
2371,790,660,0,bid,2,11
2372,790,660,0,win,2,10
2373,791,661,0,bid,1,10
2374,791,661,0,bid,2,11
2375,791,661,0,win,2,10
2376,792,662,0,bid,1,10
2377,792,662,0,bid,2,11
2378,792,662,0,win,2,10
2379,793,663,0,bid,1,10
2380,793,663,0,bid,2,11
2381,793,663,0,win,2,10
2382,794,664,0,bid,1,10
2383,794,664,0,bid,2,11
2384,794,664,0,win,2,10
2385,795,665,0,bid,1,10
2386,795,665,0,bid,2,11
2387,795,665,0,win,2,10
2388,796,666,0,bid,1,10
2389,796,666,0,bid,2,11
2390,796,666,0,win,2,10
2391,797,667,0,bid,1,10
2392,797,667,0,bid,2,11
2393,797,667,0,win,2,10
2394,798,668,0,bid,1,10
2395,798,668,0,bid,2,11
2396,798,668,0,win,2,10
2397,799,669,0,bid,1,10
2398,799,669,0,bid,2,11
2399,799,669,0,win,2,10
2400,800,670,0,bid,1,10
2401,800,670,0,bid,2,11
2402,800,670,0,win,2,10
2403,801,671,0,bid,1,10
2404,801,671,0,bid,2,11
2405,801,671,0,win,2,10
2406,802,672,0,bid,1,10
2407,802,672,0,bid,2,11
2408,802,672,0,win,2,10
2409,803,673,0,bid,1,10
2410,803,673,0,bid,2,11
2411,803,673,0,win,2,10
2412,804,674,0,bid,1,10
2413,804,674,0,bid,2,11
2414,804,674,0,win,2,10
2415,805,675,0,bid,1,10
2416,805,675,0,bid,2,11
2417,805,675,0,win,2,10
2418,806,676,0,bid,1,10
2419,806,676,0,bid,2,11
2420,806,676,0,win,2,10
2421,807,677,0,bid,1,10
2422,807,677,0,bid,2,11
2423,807,677,0,win,2,10
2424,808,678,0,bid,1,10
2425,808,678,0,bid,2,11
2426,808,678,0,win,2,10
2427,809,679,0,bid,1,10
2428,809,679,0,bid,2,11
2429,809,679,0,win,2,10
2430,810,680,0,bid,1,10
2431,810,680,0,bid,2,11
2432,810,680,0,win,2,10
2433,811,885,0,bid,1,10
2434,811,885,0,bid,2,11
2435,811,885,0,win,2,10
2436,812,886,0,bid,1,10
2437,812,886,0,bid,2,11
2438,812,886,0,win,2,10
2439,813,887,0,bid,1,10
2440,813,887,0,bid,2,11
2441,813,887,0,win,2,10
2442,814,888,0,bid,1,10
2443,814,888,0,bid,2,11
2444,814,888,0,win,2,10
2445,815,889,0,bid,1,10
2446,815,889,0,bid,2,11
2447,815,889,0,win,2,10
2448,816,890,0,bid,1,10
2449,816,890,0,bid,2,11
2450,816,890,0,win,2,10
2451,817,891,0,bid,1,10
2452,817,891,0,bid,2,11
2453,817,891,0,win,2,10
2454,818,892,0,bid,1,10
2455,818,892,0,bid,2,11
2456,818,892,0,win,2,10
2457,819,893,0,bid,1,10
2458,819,893,0,bid,2,11
2459,819,893,0,win,2,10
2460,820,894,0,bid,1,10
2461,820,894,0,bid,2,11
2462,820,894,0,win,2,10
2463,821,895,0,bid,1,10
2464,821,895,0,bid,2,11
2465,821,895,0,win,2,10
2466,822,896,0,bid,1,10
2467,822,896,0,bid,2,11
2468,822,896,0,win,2,10
2469,823,897,0,bid,1,10
2470,823,897,0,bid,2,11
2471,823,897,0,win,2,10
2472,824,898,0,bid,1,10
2473,824,898,0,bid,2,11
2474,824,898,0,win,2,10
2475,825,899,0,bid,1,10
2476,825,899,0,bid,2,11
2477,825,899,0,win,2,10
2478,826,900,0,bid,1,10
2479,826,900,0,bid,2,11
2480,826,900,0,win,2,10
2481,827,901,0,bid,1,10
2482,827,901,0,bid,2,11
2483,827,901,0,win,2,10
2484,828,902,0,bid,1,10
2485,828,902,0,bid,2,11
2486,828,902,0,win,2,10
2487,829,903,0,bid,1,10
2488,829,903,0,bid,2,11
2489,829,903,0,win,2,10
2490,830,904,0,bid,1,10
2491,830,904,0,bid,2,11
2492,830,904,0,win,2,10
2493,831,905,0,bid,1,10
2494,831,905,0,bid,2,11
2495,831,905,0,win,2,10
2496,832,906,0,bid,1,10
2497,832,906,0,bid,2,11
2498,832,906,0,win,2,10
2499,833,907,0,bid,1,10
2500,833,907,0,bid,2,11
2501,833,907,0,win,2,10
2502,834,908,0,bid,1,10
2503,834,908,0,bid,2,11
2504,834,908,0,win,2,10
2505,835,909,0,bid,1,10
2506,835,909,0,bid,2,11
2507,835,909,0,win,2,10
2508,836,910,0,bid,1,10
2509,836,910,0,bid,2,11
2510,836,910,0,win,2,10
2511,837,911,0,bid,1,10
2512,837,911,0,bid,2,11
2513,837,911,0,win,2,10
2514,838,912,0,bid,1,10
2515,838,912,0,bid,2,11
2516,838,912,0,win,2,10
2517,839,913,0,bid,1,10
2518,839,913,0,bid,2,11
2519,839,913,0,win,2,10
2520,840,914,0,bid,1,10
2521,840,914,0,bid,2,11
2522,840,914,0,win,2,10
2523,841,915,0,bid,1,10
2524,841,915,0,bid,2,11
2525,841,915,0,win,2,10
2526,842,916,0,bid,1,10
2527,842,916,0,bid,2,11
2528,842,916,0,win,2,10
2529,843,917,0,bid,1,10
2530,843,917,0,bid,2,11
2531,843,917,0,win,2,10
2532,844,918,0,bid,1,10
2533,844,918,0,bid,2,11
2534,844,918,0,win,2,10
2535,845,919,0,bid,1,10
2536,845,919,0,bid,2,11
2537,845,919,0,win,2,10
2538,846,920,0,bid,1,10
2539,846,920,0,bid,2,11
2540,846,920,0,win,2,10
2541,847,921,0,bid,1,10
2542,847,921,0,bid,2,11
2543,847,921,0,win,2,10
2544,848,922,0,bid,1,10
2545,848,922,0,bid,2,11
2546,848,922,0,win,2,10
2547,849,923,0,bid,1,10
2548,849,923,0,bid,2,11
2549,849,923,0,win,2,10
2550,850,924,0,bid,1,10
2551,850,924,0,bid,2,11
2552,850,924,0,win,2,10
2553,851,925,0,bid,1,10
2554,851,925,0,bid,2,11
2555,851,925,0,win,2,10
2556,852,926,0,bid,1,10
2557,852,926,0,bid,2,11
2558,852,926,0,win,2,10
2559,853,927,0,bid,1,10
2560,853,927,0,bid,2,11
2561,853,927,0,win,2,10
2562,854,928,0,bid,1,10
2563,854,928,0,bid,2,11
2564,854,928,0,win,2,10
2565,855,929,0,bid,1,10
2566,855,929,0,bid,2,11
2567,855,929,0,win,2,10
2568,856,930,0,bid,1,10
2569,856,930,0,bid,2,11
2570,856,930,0,win,2,10
2571,857,931,0,bid,1,10
2572,857,931,0,bid,2,11
2573,857,931,0,win,2,10
2574,858,932,0,bid,1,10
2575,858,932,0,bid,2,11
2576,858,932,0,win,2,10
2577,859,933,0,bid,1,10
2578,859,933,0,bid,2,11
2579,859,933,0,win,2,10
2580,860,934,0,bid,1,10
2581,860,934,0,bid,2,11
2582,860,934,0,win,2,10
2583,861,935,0,bid,1,10
2584,861,935,0,bid,2,11
2585,861,935,0,win,2,10
2586,862,936,0,bid,1,10
2587,862,936,0,bid,2,11
2588,862,936,0,win,2,10
2589,863,937,0,bid,1,10
2590,863,937,0,bid,2,11
2591,863,937,0,win,2,10
2592,864,938,0,bid,1,10
2593,864,938,0,bid,2,11
2594,864,938,0,win,2,10
2595,865,939,0,bid,1,10
2596,865,939,0,bid,2,11
2597,865,939,0,win,2,10
2598,866,940,0,bid,1,10
2599,866,940,0,bid,2,11
2600,866,940,0,win,2,10
2601,867,941,0,bid,1,10
2602,867,941,0,bid,2,11
2603,867,941,0,win,2,10
2604,868,942,0,bid,1,10
2605,868,942,0,bid,2,11
2606,868,942,0,win,2,10
2607,869,943,0,bid,1,10
2608,869,943,0,bid,2,11
2609,869,943,0,win,2,10
2610,870,944,0,bid,1,10
2611,870,944,0,bid,2,11
2612,870,944,0,win,2,10
2613,871,945,0,bid,1,10
2614,871,945,0,bid,2,11
2615,871,945,0,win,2,10
2616,872,946,0,bid,1,10
2617,872,946,0,bid,2,11
2618,872,946,0,win,2,10
2619,873,947,0,bid,1,10
2620,873,947,0,bid,2,11
2621,873,947,0,win,2,10
2622,874,948,0,bid,1,10
2623,874,948,0,bid,2,11
2624,874,948,0,win,2,10
2625,875,949,0,bid,1,10
2626,875,949,0,bid,2,11
2627,875,949,0,win,2,10
2628,876,950,0,bid,1,10
2629,876,950,0,bid,2,11
2630,876,950,0,win,2,10
2631,877,951,0,bid,1,10
2632,877,951,0,bid,2,11
2633,877,951,0,win,2,10
2634,878,952,0,bid,1,10
2635,878,952,0,bid,2,11
2636,878,952,0,win,2,10
2637,879,953,0,bid,1,10
2638,879,953,0,bid,2,11
2639,879,953,0,win,2,10
2640,880,954,0,bid,1,10
2641,880,954,0,bid,2,11
2642,880,954,0,win,2,10
2643,881,955,0,bid,1,10
2644,881,955,0,bid,2,11
2645,881,955,0,win,2,10
2646,882,956,0,bid,1,10
2647,882,956,0,bid,2,11
2648,882,956,0,win,2,10
2649,883,957,0,bid,1,10
2650,883,957,0,bid,2,11
2651,883,957,0,win,2,10
2652,884,958,0,bid,1,10
2653,884,958,0,bid,2,11
2654,884,958,0,win,2,10
2655,885,959,0,bid,1,10
2656,885,959,0,bid,2,11
2657,885,959,0,win,2,10
2658,886,960,0,bid,1,10
2659,886,960,0,bid,2,11
2660,886,960,0,win,2,10
2661,887,961,0,bid,1,10
2662,887,961,0,bid,2,11
2663,887,961,0,win,2,10
2664,888,962,0,bid,1,10
2665,888,962,0,bid,2,11
2666,888,962,0,win,2,10
2667,889,963,0,bid,1,10
2668,889,963,0,bid,2,11
2669,889,963,0,win,2,10
2670,890,964,0,bid,1,10
2671,890,964,0,bid,2,11
2672,890,964,0,win,2,10
2673,891,965,0,bid,1,10
2674,891,965,0,bid,2,11
2675,891,965,0,win,2,10
2676,892,966,0,bid,1,10
2677,892,966,0,bid,2,11
2678,892,966,0,win,2,10
2679,893,967,0,bid,1,10
2680,893,967,0,bid,2,11
2681,893,967,0,win,2,10
2682,894,968,0,bid,1,10
2683,894,968,0,bid,2,11
2684,894,968,0,win,2,10
2685,895,969,0,bid,1,10
2686,895,969,0,bid,2,11
2687,895,969,0,win,2,10
2688,896,970,0,bid,1,10
2689,896,970,0,bid,2,11
2690,896,970,0,win,2,10
2691,897,971,0,bid,1,10
2692,897,971,0,bid,2,11
2693,897,971,0,win,2,10
2694,898,972,0,bid,1,10
2695,898,972,0,bid,2,11
2696,898,972,0,win,2,10
2697,899,973,0,bid,1,10
2698,899,973,0,bid,2,11
2699,899,973,0,win,2,10
2700,900,974,0,bid,1,10
2701,900,974,0,bid,2,11
2702,900,974,0,win,2,10
2703,901,975,0,bid,1,10
2704,901,975,0,bid,2,11
2705,901,975,0,win,2,10
2706,902,976,0,bid,1,10
2707,902,976,0,bid,2,11
2708,902,976,0,win,2,10
2709,903,977,0,bid,1,10
2710,903,977,0,bid,2,11
2711,903,977,0,win,2,10
2712,904,978,0,bid,1,10
